"","h1n1","seasonal"
"25261","FALSE","FALSE"
"15794","FALSE","FALSE"
"15917","FALSE","FALSE"
"5473","FALSE","FALSE"
"18827","FALSE","FALSE"
"11801","TRUE","TRUE"
"19957","FALSE","FALSE"
"8729","FALSE","FALSE"
"15534","FALSE","TRUE"
"1207","FALSE","TRUE"
"2434","FALSE","TRUE"
"175","FALSE","FALSE"
"13859","FALSE","TRUE"
"7799","FALSE","FALSE"
"19495","TRUE","TRUE"
"17963","TRUE","TRUE"
"1437","FALSE","FALSE"
"2874","FALSE","TRUE"
"19082","FALSE","TRUE"
"18148","TRUE","TRUE"
"25395","FALSE","TRUE"
"8412","FALSE","FALSE"
"10504","TRUE","TRUE"
"6173","FALSE","FALSE"
"12609","FALSE","FALSE"
"11943","FALSE","TRUE"
"5961","FALSE","FALSE"
"3133","TRUE","FALSE"
"7869","TRUE","TRUE"
"3282","FALSE","FALSE"
"19172","FALSE","TRUE"
"9229","FALSE","TRUE"
"21037","FALSE","TRUE"
"11001","FALSE","TRUE"
"26664","FALSE","TRUE"
"19425","FALSE","FALSE"
"24429","FALSE","TRUE"
"13729","TRUE","TRUE"
"9462","FALSE","FALSE"
"16458","FALSE","TRUE"
"14743","FALSE","FALSE"
"20743","FALSE","FALSE"
"15440","FALSE","FALSE"
"2031","TRUE","TRUE"
"20198","FALSE","TRUE"
"23359","FALSE","TRUE"
"24446","FALSE","FALSE"
"8783","FALSE","FALSE"
"12674","FALSE","FALSE"
"6052","FALSE","TRUE"
"13844","FALSE","TRUE"
"21116","FALSE","FALSE"
"13783","FALSE","FALSE"
"7370","TRUE","TRUE"
"23596","FALSE","FALSE"
"5865","FALSE","FALSE"
"23366","FALSE","FALSE"
"967","FALSE","FALSE"
"7757","TRUE","TRUE"
"7936","FALSE","FALSE"
"23295","FALSE","FALSE"
"6990","FALSE","FALSE"
"15737","TRUE","TRUE"
"3457","FALSE","FALSE"
"25243","TRUE","TRUE"
"21328","FALSE","FALSE"
"23837","FALSE","TRUE"
"25712","TRUE","TRUE"
"16356","FALSE","TRUE"
"2384","FALSE","TRUE"
"3696","FALSE","TRUE"
"19121","FALSE","FALSE"
"13652","FALSE","FALSE"
"18156","FALSE","FALSE"
"6109","FALSE","FALSE"
"15154","FALSE","TRUE"
"13003","FALSE","FALSE"
"75","TRUE","TRUE"
"9781","FALSE","FALSE"
"26184","FALSE","FALSE"
"5528","FALSE","TRUE"
"14207","FALSE","FALSE"
"18475","FALSE","FALSE"
"4023","FALSE","FALSE"
"10449","TRUE","TRUE"
"6106","TRUE","FALSE"
"15970","TRUE","TRUE"
"23791","FALSE","FALSE"
"16322","TRUE","FALSE"
"4370","FALSE","FALSE"
"5733","FALSE","FALSE"
"19397","FALSE","FALSE"
"23565","FALSE","FALSE"
"4407","FALSE","FALSE"
"8633","FALSE","TRUE"
"4561","TRUE","TRUE"
"22904","FALSE","FALSE"
"17109","FALSE","FALSE"
"6581","FALSE","FALSE"
"13566","FALSE","TRUE"
"21099","FALSE","FALSE"
"7714","FALSE","TRUE"
"4452","FALSE","FALSE"
"20595","FALSE","TRUE"
"20802","FALSE","FALSE"
"23141","FALSE","FALSE"
"14026","FALSE","TRUE"
"22105","FALSE","TRUE"
"19624","FALSE","FALSE"
"9156","FALSE","TRUE"
"7051","FALSE","FALSE"
"2733","FALSE","TRUE"
"11962","FALSE","TRUE"
"5948","FALSE","FALSE"
"22893","FALSE","TRUE"
"23380","TRUE","FALSE"
"1588","FALSE","TRUE"
"21291","TRUE","TRUE"
"3242","FALSE","FALSE"
"23218","FALSE","FALSE"
"16305","FALSE","FALSE"
"25208","TRUE","TRUE"
"2326","TRUE","TRUE"
"538","TRUE","TRUE"
"4716","TRUE","TRUE"
"3921","TRUE","TRUE"
"21982","FALSE","TRUE"
"1489","FALSE","TRUE"
"4079","FALSE","FALSE"
"13026","FALSE","TRUE"
"849","FALSE","FALSE"
"24320","TRUE","FALSE"
"10725","FALSE","FALSE"
"24230","FALSE","FALSE"
"6429","FALSE","TRUE"
"253","FALSE","FALSE"
"17326","FALSE","FALSE"
"1331","FALSE","TRUE"
"1209","FALSE","FALSE"
"2385","FALSE","FALSE"
"8439","FALSE","FALSE"
"21564","TRUE","FALSE"
"19424","FALSE","TRUE"
"12958","FALSE","TRUE"
"21554","FALSE","FALSE"
"23940","TRUE","FALSE"
"5979","FALSE","FALSE"
"22380","TRUE","FALSE"
"2595","FALSE","TRUE"
"16112","FALSE","FALSE"
"6176","TRUE","TRUE"
"4472","FALSE","TRUE"
"10985","FALSE","TRUE"
"22601","TRUE","FALSE"
"25792","FALSE","TRUE"
"6802","FALSE","FALSE"
"21200","TRUE","TRUE"
"3633","FALSE","FALSE"
"18100","FALSE","FALSE"
"24813","FALSE","TRUE"
"10307","TRUE","TRUE"
"23647","FALSE","FALSE"
"16024","FALSE","FALSE"
"18676","TRUE","TRUE"
"3873","FALSE","TRUE"
"21640","TRUE","TRUE"
"8312","FALSE","TRUE"
"23065","TRUE","TRUE"
"2252","FALSE","FALSE"
"6072","FALSE","FALSE"
"18994","FALSE","FALSE"
"23434","FALSE","FALSE"
"23558","TRUE","TRUE"
"13614","FALSE","FALSE"
"2461","FALSE","FALSE"
"14019","FALSE","FALSE"
"10807","FALSE","FALSE"
"9050","FALSE","FALSE"
"10031","FALSE","FALSE"
"25234","TRUE","TRUE"
"19638","TRUE","FALSE"
"18012","FALSE","FALSE"
"10561","FALSE","TRUE"
"5665","FALSE","FALSE"
"23613","FALSE","FALSE"
"4537","FALSE","FALSE"
"12320","FALSE","FALSE"
"1006","FALSE","FALSE"
"20725","FALSE","FALSE"
"24351","FALSE","FALSE"
"17357","FALSE","FALSE"
"24256","FALSE","FALSE"
"15657","FALSE","FALSE"
"25715","FALSE","FALSE"
"10581","FALSE","TRUE"
"2982","FALSE","TRUE"
"455","FALSE","FALSE"
"25974","FALSE","FALSE"
"4780","FALSE","TRUE"
"2015","TRUE","TRUE"
"21425","FALSE","FALSE"
"26124","FALSE","FALSE"
"171","FALSE","FALSE"
"23257","FALSE","FALSE"
"13927","FALSE","FALSE"
"10498","FALSE","FALSE"
"3454","FALSE","FALSE"
"2195","FALSE","TRUE"
"18214","FALSE","TRUE"
"5436","FALSE","TRUE"
"26606","FALSE","FALSE"
"320","TRUE","TRUE"
"13693","FALSE","TRUE"
"22607","FALSE","TRUE"
"19974","FALSE","FALSE"
"23174","TRUE","TRUE"
"24533","TRUE","TRUE"
"19494","FALSE","FALSE"
"25844","FALSE","FALSE"
"5862","TRUE","TRUE"
"24560","FALSE","FALSE"
"21623","FALSE","FALSE"
"15611","FALSE","FALSE"
"18518","FALSE","FALSE"
"24240","FALSE","TRUE"
"8425","FALSE","TRUE"
"10434","FALSE","FALSE"
"5186","FALSE","FALSE"
"1525","TRUE","TRUE"
"22156","FALSE","FALSE"
"10260","FALSE","FALSE"
"6117","FALSE","FALSE"
"16700","FALSE","TRUE"
"10029","FALSE","FALSE"
"23750","FALSE","FALSE"
"15343","FALSE","FALSE"
"21526","TRUE","TRUE"
"26704","FALSE","FALSE"
"19147","FALSE","TRUE"
"11338","TRUE","FALSE"
"19049","TRUE","TRUE"
"18833","FALSE","FALSE"
"2665","FALSE","FALSE"
"10579","FALSE","FALSE"
"18079","FALSE","FALSE"
"16627","FALSE","FALSE"
"7259","TRUE","TRUE"
"6474","FALSE","FALSE"
"14976","FALSE","FALSE"
"6857","FALSE","FALSE"
"7121","FALSE","FALSE"
"17159","FALSE","FALSE"
"12949","TRUE","TRUE"
"16493","TRUE","TRUE"
"18444","TRUE","TRUE"
"150","FALSE","FALSE"
"4","FALSE","TRUE"
"12139","FALSE","FALSE"
"13582","TRUE","FALSE"
"20887","FALSE","TRUE"
"14841","FALSE","FALSE"
"24804","FALSE","FALSE"
"7661","FALSE","FALSE"
"20106","TRUE","TRUE"
"24026","FALSE","FALSE"
"10882","FALSE","TRUE"
"22669","FALSE","TRUE"
"7503","FALSE","FALSE"
"16500","TRUE","TRUE"
"22193","FALSE","FALSE"
"18188","FALSE","TRUE"
"21486","FALSE","FALSE"
"6262","TRUE","TRUE"
"20558","FALSE","FALSE"
"16698","FALSE","TRUE"
"20224","FALSE","FALSE"
"4840","FALSE","FALSE"
"24979","FALSE","FALSE"
"26378","FALSE","FALSE"
"6479","FALSE","TRUE"
"25167","FALSE","FALSE"
"16942","FALSE","FALSE"
"4755","FALSE","FALSE"
"19778","FALSE","FALSE"
"6286","TRUE","TRUE"
"3274","FALSE","FALSE"
"10333","FALSE","FALSE"
"26650","TRUE","TRUE"
"6151","FALSE","FALSE"
"10959","FALSE","TRUE"
"9310","FALSE","TRUE"
"25780","TRUE","TRUE"
"13262","FALSE","TRUE"
"16318","FALSE","FALSE"
"2295","FALSE","FALSE"
"15081","FALSE","FALSE"
"19799","FALSE","TRUE"
"7516","FALSE","TRUE"
"13397","TRUE","TRUE"
"15609","FALSE","FALSE"
"10145","FALSE","FALSE"
"12966","FALSE","FALSE"
"3347","FALSE","FALSE"
"3946","TRUE","TRUE"
"8531","FALSE","TRUE"
"6344","TRUE","TRUE"
"11726","FALSE","FALSE"
"6643","FALSE","TRUE"
"14027","FALSE","FALSE"
"18846","FALSE","FALSE"
"4159","FALSE","TRUE"
"8233","FALSE","TRUE"
"19583","FALSE","FALSE"
"4100","FALSE","FALSE"
"120","FALSE","TRUE"
"16705","FALSE","FALSE"
"4881","FALSE","FALSE"
"9982","FALSE","FALSE"
"11687","TRUE","TRUE"
"23026","FALSE","FALSE"
"22940","FALSE","FALSE"
"12994","FALSE","FALSE"
"22270","FALSE","FALSE"
"17363","FALSE","FALSE"
"25229","FALSE","FALSE"
"2177","FALSE","TRUE"
"3164","TRUE","TRUE"
"9555","TRUE","FALSE"
"7962","FALSE","FALSE"
"13385","FALSE","TRUE"
"10233","FALSE","TRUE"
"12098","TRUE","FALSE"
"17040","TRUE","TRUE"
"8516","FALSE","TRUE"
"20632","TRUE","TRUE"
"24965","TRUE","TRUE"
"5982","FALSE","FALSE"
"21296","FALSE","TRUE"
"16430","FALSE","FALSE"
"4607","TRUE","TRUE"
"18332","FALSE","FALSE"
"22377","FALSE","TRUE"
"16023","FALSE","TRUE"
"5827","FALSE","FALSE"
"13932","FALSE","TRUE"
"9059","FALSE","TRUE"
"6241","FALSE","TRUE"
"894","FALSE","TRUE"
"11071","TRUE","TRUE"
"8371","FALSE","FALSE"
"15057","FALSE","TRUE"
"26342","TRUE","FALSE"
"15126","FALSE","FALSE"
"13074","FALSE","FALSE"
"14044","FALSE","TRUE"
"12467","FALSE","FALSE"
"14442","FALSE","FALSE"
"18280","FALSE","FALSE"
"5129","FALSE","TRUE"
"24767","FALSE","FALSE"
"15748","FALSE","FALSE"
"14239","FALSE","FALSE"
"10627","FALSE","FALSE"
"22232","FALSE","TRUE"
"25003","TRUE","TRUE"
"2148","FALSE","FALSE"
"11897","FALSE","FALSE"
"1768","TRUE","TRUE"
"14297","TRUE","TRUE"
"1602","FALSE","TRUE"
"4715","FALSE","FALSE"
"12394","FALSE","TRUE"
"23168","TRUE","TRUE"
"23232","FALSE","FALSE"
"3771","FALSE","FALSE"
"18754","FALSE","TRUE"
"442","FALSE","TRUE"
"15555","TRUE","TRUE"
"12429","TRUE","TRUE"
"9366","TRUE","TRUE"
"14598","FALSE","TRUE"
"456","FALSE","FALSE"
"6459","FALSE","FALSE"
"23715","FALSE","FALSE"
"24223","TRUE","FALSE"
"21276","FALSE","FALSE"
"3452","FALSE","FALSE"
"15147","FALSE","FALSE"
"2382","FALSE","TRUE"
"2350","TRUE","TRUE"
"7571","FALSE","FALSE"
"18170","FALSE","TRUE"
"16133","TRUE","TRUE"
"24733","FALSE","FALSE"
"177","FALSE","FALSE"
"9142","FALSE","FALSE"
"4513","FALSE","FALSE"
"4662","FALSE","FALSE"
"21823","TRUE","TRUE"
"12130","FALSE","FALSE"
"22729","FALSE","FALSE"
"24777","FALSE","TRUE"
"10784","FALSE","FALSE"
"19949","FALSE","TRUE"
"19878","FALSE","FALSE"
"2239","FALSE","FALSE"
"11938","FALSE","FALSE"
"25983","FALSE","TRUE"
"26135","TRUE","FALSE"
"9330","FALSE","FALSE"
"765","TRUE","TRUE"
"16384","TRUE","TRUE"
"15981","TRUE","TRUE"
"13768","FALSE","FALSE"
"25187","FALSE","FALSE"
"20279","FALSE","TRUE"
"26257","FALSE","FALSE"
"26632","FALSE","FALSE"
"14191","FALSE","FALSE"
"15269","FALSE","FALSE"
"14861","FALSE","FALSE"
"21845","FALSE","FALSE"
"17201","TRUE","TRUE"
"26375","TRUE","TRUE"
"20508","TRUE","TRUE"
"3370","FALSE","TRUE"
"18314","FALSE","FALSE"
"12331","FALSE","FALSE"
"385","FALSE","TRUE"
"17333","FALSE","FALSE"
"14181","TRUE","FALSE"
"21660","FALSE","TRUE"
"13922","FALSE","TRUE"
"5889","FALSE","TRUE"
"6218","TRUE","FALSE"
"6739","FALSE","TRUE"
"19270","FALSE","FALSE"
"2473","FALSE","FALSE"
"25235","FALSE","TRUE"
"7157","FALSE","FALSE"
"5977","FALSE","TRUE"
"14521","TRUE","TRUE"
"4731","FALSE","FALSE"
"26172","FALSE","TRUE"
"11967","FALSE","TRUE"
"23283","FALSE","FALSE"
"20104","FALSE","FALSE"
"18145","FALSE","FALSE"
"10511","FALSE","FALSE"
"26484","FALSE","FALSE"
"8494","FALSE","FALSE"
"23638","FALSE","FALSE"
"22421","FALSE","FALSE"
"3989","FALSE","FALSE"
"3392","FALSE","FALSE"
"4800","TRUE","TRUE"
"6055","FALSE","FALSE"
"13390","FALSE","FALSE"
"11418","FALSE","FALSE"
"1223","FALSE","FALSE"
"14357","FALSE","FALSE"
"1901","TRUE","TRUE"
"9429","FALSE","FALSE"
"24608","FALSE","TRUE"
"1788","TRUE","TRUE"
"6520","FALSE","FALSE"
"5081","FALSE","FALSE"
"9057","TRUE","TRUE"
"9091","FALSE","TRUE"
"9354","FALSE","FALSE"
"24594","FALSE","FALSE"
"10494","FALSE","TRUE"
"22640","FALSE","FALSE"
"24928","FALSE","FALSE"
"21417","FALSE","TRUE"
"6521","TRUE","TRUE"
"17346","FALSE","FALSE"
"17941","FALSE","TRUE"
"25109","TRUE","TRUE"
"11501","FALSE","FALSE"
"7753","TRUE","TRUE"
"23469","TRUE","TRUE"
"18937","FALSE","FALSE"
"23655","FALSE","FALSE"
"8968","TRUE","TRUE"
"15501","FALSE","FALSE"
"2131","FALSE","TRUE"
"6848","FALSE","FALSE"
"25514","FALSE","TRUE"
"23835","FALSE","TRUE"
"22484","FALSE","FALSE"
"10491","FALSE","FALSE"
"1943","TRUE","TRUE"
"3159","FALSE","FALSE"
"331","FALSE","FALSE"
"21050","FALSE","FALSE"
"20775","FALSE","FALSE"
"3231","TRUE","TRUE"
"488","FALSE","FALSE"
"26009","FALSE","TRUE"
"12687","FALSE","TRUE"
"5346","FALSE","FALSE"
"1958","TRUE","TRUE"
"14267","FALSE","FALSE"
"19851","FALSE","FALSE"
"21650","FALSE","FALSE"
"14093","FALSE","FALSE"
"17243","FALSE","TRUE"
"17187","TRUE","TRUE"
"11632","TRUE","TRUE"
"14511","TRUE","TRUE"
"11290","FALSE","FALSE"
"21758","FALSE","FALSE"
"20721","FALSE","FALSE"
"12552","TRUE","TRUE"
"19858","FALSE","FALSE"
"17716","FALSE","FALSE"
"26362","TRUE","TRUE"
"4465","FALSE","TRUE"
"8457","TRUE","TRUE"
"9586","FALSE","FALSE"
"19444","FALSE","FALSE"
"22554","TRUE","FALSE"
"10941","FALSE","TRUE"
"5318","FALSE","TRUE"
"22631","FALSE","FALSE"
"5162","FALSE","FALSE"
"1505","FALSE","FALSE"
"12675","FALSE","FALSE"
"18560","FALSE","FALSE"
"3586","FALSE","FALSE"
"14276","FALSE","TRUE"
"20729","TRUE","TRUE"
"24415","TRUE","TRUE"
"18299","FALSE","FALSE"
"22065","TRUE","TRUE"
"6818","TRUE","FALSE"
"23708","FALSE","TRUE"
"10738","TRUE","TRUE"
"15546","TRUE","TRUE"
"5900","FALSE","TRUE"
"6649","TRUE","FALSE"
"9533","FALSE","FALSE"
"18303","TRUE","TRUE"
"7242","FALSE","FALSE"
"1591","TRUE","TRUE"
"7372","FALSE","FALSE"
"19657","FALSE","TRUE"
"23865","FALSE","FALSE"
"15652","FALSE","FALSE"
"16695","FALSE","TRUE"
"17761","FALSE","FALSE"
"16867","FALSE","TRUE"
"5805","FALSE","TRUE"
"4517","FALSE","FALSE"
"24182","FALSE","TRUE"
"12097","FALSE","FALSE"
"4139","FALSE","FALSE"
"11052","FALSE","TRUE"
"17948","FALSE","FALSE"
"13268","FALSE","FALSE"
"658","FALSE","FALSE"
"17359","TRUE","TRUE"
"2141","FALSE","FALSE"
"26269","TRUE","TRUE"
"6038","FALSE","FALSE"
"19953","FALSE","FALSE"
"8165","FALSE","FALSE"
"26431","TRUE","TRUE"
"14669","FALSE","TRUE"
"5333","FALSE","FALSE"
"26192","FALSE","FALSE"
"15991","FALSE","FALSE"
"3906","TRUE","FALSE"
"26564","FALSE","TRUE"
"2761","FALSE","FALSE"
"24588","FALSE","FALSE"
"2884","FALSE","FALSE"
"7874","FALSE","FALSE"
"24778","FALSE","FALSE"
"6498","FALSE","FALSE"
"7237","FALSE","FALSE"
"5919","TRUE","TRUE"
"17608","FALSE","FALSE"
"19235","FALSE","TRUE"
"17283","FALSE","TRUE"
"1740","FALSE","FALSE"
"9433","TRUE","TRUE"
"7174","TRUE","TRUE"
"4793","FALSE","TRUE"
"4196","FALSE","FALSE"
"5218","FALSE","FALSE"
"1114","FALSE","FALSE"
"7764","FALSE","TRUE"
"15146","FALSE","FALSE"
"16116","FALSE","FALSE"
"1501","TRUE","FALSE"
"22855","TRUE","TRUE"
"19978","FALSE","TRUE"
"24054","FALSE","TRUE"
"26486","FALSE","FALSE"
"9401","FALSE","FALSE"
"26090","FALSE","TRUE"
"24450","FALSE","TRUE"
"8989","TRUE","TRUE"
"20786","TRUE","TRUE"
"7621","FALSE","FALSE"
"25160","FALSE","FALSE"
"21349","FALSE","TRUE"
"20039","FALSE","FALSE"
"7303","FALSE","FALSE"
"2234","FALSE","TRUE"
"8072","FALSE","FALSE"
"3417","FALSE","FALSE"
"12538","FALSE","TRUE"
"10190","FALSE","TRUE"
"21140","FALSE","TRUE"
"9735","FALSE","FALSE"
"7938","FALSE","FALSE"
"12261","FALSE","TRUE"
"9089","FALSE","TRUE"
"16171","FALSE","FALSE"
"10752","FALSE","FALSE"
"16124","FALSE","FALSE"
"1241","FALSE","TRUE"
"5818","FALSE","TRUE"
"17292","FALSE","TRUE"
"13119","FALSE","TRUE"
"7435","FALSE","TRUE"
"4554","TRUE","TRUE"
"9472","FALSE","TRUE"
"5254","FALSE","TRUE"
"24206","FALSE","FALSE"
"21531","FALSE","FALSE"
"5035","FALSE","FALSE"
"18004","FALSE","FALSE"
"4073","FALSE","FALSE"
"18658","FALSE","FALSE"
"5578","TRUE","TRUE"
"1211","FALSE","FALSE"
"25554","FALSE","FALSE"
"8181","FALSE","FALSE"
"19442","FALSE","FALSE"
"24200","FALSE","TRUE"
"635","FALSE","FALSE"
"4746","FALSE","FALSE"
"20472","FALSE","FALSE"
"16933","TRUE","FALSE"
"20240","FALSE","TRUE"
"1439","TRUE","TRUE"
"4199","FALSE","FALSE"
"1543","TRUE","TRUE"
"9311","TRUE","TRUE"
"16570","TRUE","TRUE"
"18989","FALSE","FALSE"
"13098","FALSE","FALSE"
"5567","FALSE","FALSE"
"23278","FALSE","FALSE"
"11482","FALSE","TRUE"
"17072","FALSE","FALSE"
"5893","FALSE","TRUE"
"1993","TRUE","TRUE"
"9452","FALSE","FALSE"
"2959","FALSE","FALSE"
"4875","FALSE","FALSE"
"2991","FALSE","FALSE"
"22163","FALSE","FALSE"
"7386","FALSE","TRUE"
"26377","FALSE","FALSE"
"20244","FALSE","TRUE"
"23282","FALSE","TRUE"
"24281","FALSE","FALSE"
"10166","FALSE","FALSE"
"18019","FALSE","FALSE"
"8029","FALSE","FALSE"
"14690","FALSE","TRUE"
"2803","FALSE","TRUE"
"25435","FALSE","FALSE"
"7769","FALSE","TRUE"
"7052","TRUE","FALSE"
"26128","TRUE","TRUE"
"14114","FALSE","FALSE"
"15008","FALSE","TRUE"
"10480","FALSE","FALSE"
"13373","TRUE","TRUE"
"21636","TRUE","TRUE"
"24096","FALSE","FALSE"
"24216","TRUE","TRUE"
"13769","FALSE","FALSE"
"14555","TRUE","TRUE"
"1817","FALSE","TRUE"
"4371","FALSE","TRUE"
"17645","FALSE","FALSE"
"242","FALSE","TRUE"
"7622","FALSE","TRUE"
"14955","FALSE","TRUE"
"14349","TRUE","TRUE"
"5082","FALSE","TRUE"
"8635","FALSE","TRUE"
"3565","FALSE","FALSE"
"14878","FALSE","FALSE"
"5382","TRUE","TRUE"
"23199","FALSE","FALSE"
"9218","FALSE","FALSE"
"24864","TRUE","TRUE"
"8308","FALSE","TRUE"
"8205","FALSE","TRUE"
"12656","FALSE","TRUE"
"1791","TRUE","TRUE"
"19164","FALSE","TRUE"
"19595","FALSE","TRUE"
"12948","TRUE","TRUE"
"7269","FALSE","FALSE"
"6394","FALSE","FALSE"
"23272","TRUE","FALSE"
"12641","FALSE","FALSE"
"3910","FALSE","TRUE"
"7505","FALSE","FALSE"
"24501","FALSE","FALSE"
"24332","FALSE","FALSE"
"9566","FALSE","FALSE"
"13676","FALSE","TRUE"
"24356","FALSE","TRUE"
"13359","FALSE","FALSE"
"2147","FALSE","FALSE"
"21194","FALSE","FALSE"
"14256","FALSE","FALSE"
"18901","FALSE","TRUE"
"9629","TRUE","FALSE"
"17920","TRUE","FALSE"
"18728","FALSE","FALSE"
"9051","FALSE","TRUE"
"22261","TRUE","TRUE"
"11906","FALSE","TRUE"
"7853","TRUE","TRUE"
"315","FALSE","TRUE"
"769","TRUE","TRUE"
"10149","FALSE","TRUE"
"23458","FALSE","TRUE"
"14901","FALSE","FALSE"
"22523","TRUE","TRUE"
"2858","TRUE","TRUE"
"19282","FALSE","TRUE"
"16601","TRUE","TRUE"
"14531","FALSE","FALSE"
"11179","TRUE","TRUE"
"18692","FALSE","FALSE"
"6572","FALSE","FALSE"
"17610","FALSE","FALSE"
"9092","FALSE","FALSE"
"4992","FALSE","FALSE"
"24402","FALSE","FALSE"
"7028","FALSE","FALSE"
"18245","FALSE","TRUE"
"1674","FALSE","FALSE"
"2255","FALSE","FALSE"
"26657","TRUE","TRUE"
"13963","TRUE","TRUE"
"9504","FALSE","FALSE"
"9342","FALSE","FALSE"
"17772","FALSE","TRUE"
"18660","FALSE","FALSE"
"2827","FALSE","FALSE"
"4682","FALSE","FALSE"
"10607","TRUE","TRUE"
"1963","FALSE","TRUE"
"6320","FALSE","TRUE"
"7223","FALSE","FALSE"
"5493","FALSE","FALSE"
"3915","FALSE","FALSE"
"22370","TRUE","TRUE"
"17915","TRUE","TRUE"
"16996","TRUE","TRUE"
"24673","FALSE","TRUE"
"14701","FALSE","FALSE"
"25441","FALSE","FALSE"
"10977","FALSE","TRUE"
"25519","FALSE","FALSE"
"26504","FALSE","FALSE"
"14200","TRUE","FALSE"
"15876","FALSE","TRUE"
"368","FALSE","FALSE"
"20603","TRUE","TRUE"
"4050","FALSE","FALSE"
"23067","TRUE","TRUE"
"26154","TRUE","TRUE"
"8156","FALSE","FALSE"
"3273","FALSE","FALSE"
"9217","FALSE","FALSE"
"22239","FALSE","FALSE"
"403","FALSE","TRUE"
"8928","FALSE","TRUE"
"813","FALSE","TRUE"
"1290","FALSE","TRUE"
"18564","TRUE","FALSE"
"18622","FALSE","TRUE"
"12588","TRUE","TRUE"
"3987","FALSE","TRUE"
"15103","TRUE","TRUE"
"7631","FALSE","FALSE"
"24754","FALSE","FALSE"
"21599","FALSE","TRUE"
"8582","FALSE","FALSE"
"18466","FALSE","TRUE"
"2587","FALSE","FALSE"
"22435","FALSE","TRUE"
"6716","FALSE","FALSE"
"13086","FALSE","FALSE"
"14078","FALSE","TRUE"
"24188","TRUE","TRUE"
"23298","TRUE","TRUE"
"13521","FALSE","TRUE"
"24731","FALSE","FALSE"
"2151","FALSE","FALSE"
"21114","FALSE","FALSE"
"19750","FALSE","FALSE"
"6202","FALSE","FALSE"
"11514","FALSE","TRUE"
"19211","TRUE","TRUE"
"7617","FALSE","FALSE"
"24518","FALSE","TRUE"
"1344","FALSE","FALSE"
"8919","FALSE","FALSE"
"4795","FALSE","TRUE"
"14623","TRUE","TRUE"
"21383","FALSE","FALSE"
"6740","TRUE","TRUE"
"12375","TRUE","TRUE"
"22298","FALSE","FALSE"
"19883","FALSE","TRUE"
"19478","FALSE","FALSE"
"1397","TRUE","TRUE"
"23810","FALSE","FALSE"
"17418","TRUE","FALSE"
"4268","FALSE","FALSE"
"10323","FALSE","FALSE"
"26015","FALSE","FALSE"
"23724","TRUE","TRUE"
"13473","FALSE","TRUE"
"15096","FALSE","FALSE"
"19790","FALSE","TRUE"
"23711","FALSE","FALSE"
"10180","FALSE","FALSE"
"10095","TRUE","TRUE"
"13554","FALSE","TRUE"
"20496","TRUE","TRUE"
"17549","FALSE","FALSE"
"10124","FALSE","TRUE"
"10322","TRUE","TRUE"
"9085","FALSE","TRUE"
"10571","FALSE","FALSE"
"14671","FALSE","TRUE"
"22653","FALSE","FALSE"
"11568","FALSE","FALSE"
"4918","FALSE","TRUE"
"22461","FALSE","TRUE"
"2014","FALSE","FALSE"
"11675","FALSE","FALSE"
"19977","FALSE","FALSE"
"24030","FALSE","TRUE"
"181","FALSE","FALSE"
"25296","FALSE","FALSE"
"6603","FALSE","FALSE"
"1749","FALSE","FALSE"
"16459","FALSE","FALSE"
"6731","TRUE","TRUE"
"14925","FALSE","FALSE"
"12008","FALSE","TRUE"
"15404","FALSE","FALSE"
"16871","TRUE","TRUE"
"16947","TRUE","TRUE"
"18968","FALSE","FALSE"
"879","FALSE","TRUE"
"1243","FALSE","FALSE"
"13091","FALSE","FALSE"
"17214","FALSE","FALSE"
"21808","FALSE","FALSE"
"9727","FALSE","TRUE"
"19263","FALSE","TRUE"
"18310","FALSE","FALSE"
"8653","FALSE","FALSE"
"11318","FALSE","TRUE"
"20551","FALSE","FALSE"
"7249","FALSE","FALSE"
"3387","FALSE","FALSE"
"2713","FALSE","FALSE"
"8433","FALSE","FALSE"
"3057","FALSE","FALSE"
"13999","TRUE","TRUE"
"10819","FALSE","FALSE"
"20513","FALSE","FALSE"
"12612","FALSE","TRUE"
"2861","FALSE","TRUE"
"2365","FALSE","FALSE"
"13892","FALSE","TRUE"
"914","FALSE","TRUE"
"6068","FALSE","TRUE"
"16895","FALSE","FALSE"
"11420","TRUE","TRUE"
"19236","TRUE","TRUE"
"6225","FALSE","FALSE"
"16587","FALSE","FALSE"
"21533","TRUE","FALSE"
"21804","FALSE","TRUE"
"1597","FALSE","TRUE"
"12503","FALSE","FALSE"
"24482","TRUE","TRUE"
"3271","FALSE","FALSE"
"20220","FALSE","FALSE"
"13825","FALSE","FALSE"
"20009","FALSE","FALSE"
"2800","FALSE","FALSE"
"20305","FALSE","FALSE"
"12289","TRUE","TRUE"
"15385","FALSE","FALSE"
"5116","FALSE","FALSE"
"3316","TRUE","TRUE"
"10023","FALSE","TRUE"
"651","FALSE","FALSE"
"5378","FALSE","FALSE"
"2552","FALSE","TRUE"
"19565","FALSE","FALSE"
"25892","FALSE","FALSE"
"6265","FALSE","TRUE"
"21020","FALSE","TRUE"
"26624","FALSE","TRUE"
"19238","FALSE","TRUE"
"11486","TRUE","TRUE"
"8563","FALSE","TRUE"
"3595","FALSE","FALSE"
"17658","FALSE","FALSE"
"13712","TRUE","TRUE"
"244","FALSE","TRUE"
"15359","FALSE","FALSE"
