"","h1n1","seasonal"
"3847","FALSE","FALSE"
"3848","FALSE","TRUE"
"3849","FALSE","TRUE"
"3851","TRUE","TRUE"
"3852","FALSE","TRUE"
"3853","FALSE","FALSE"
"3855","TRUE","TRUE"
"3860","FALSE","FALSE"
"3862","FALSE","FALSE"
"3864","FALSE","TRUE"
"3870","TRUE","TRUE"
"3874","FALSE","FALSE"
"3880","FALSE","FALSE"
"3883","TRUE","TRUE"
"3892","FALSE","FALSE"
"3896","FALSE","TRUE"
"3905","FALSE","FALSE"
"3908","TRUE","TRUE"
"3909","TRUE","FALSE"
"3917","TRUE","TRUE"
"3922","FALSE","FALSE"
"3926","TRUE","FALSE"
"3931","FALSE","FALSE"
"3932","FALSE","TRUE"
"3935","FALSE","TRUE"
"3937","TRUE","TRUE"
"3939","FALSE","FALSE"
"3942","FALSE","TRUE"
"3967","FALSE","TRUE"
"3972","FALSE","TRUE"
"3978","FALSE","FALSE"
"3983","TRUE","TRUE"
"3990","FALSE","TRUE"
"4002","FALSE","TRUE"
"4005","TRUE","FALSE"
"4013","FALSE","TRUE"
"4015","FALSE","FALSE"
"4019","FALSE","FALSE"
"4020","TRUE","FALSE"
"4028","FALSE","TRUE"
"4030","FALSE","FALSE"
"4031","FALSE","TRUE"
"4034","FALSE","FALSE"
"4037","FALSE","FALSE"
"4039","TRUE","TRUE"
"4052","FALSE","FALSE"
"4055","FALSE","TRUE"
"4058","FALSE","TRUE"
"4059","FALSE","FALSE"
"4064","FALSE","TRUE"
"4072","FALSE","FALSE"
"4076","FALSE","TRUE"
"4078","FALSE","FALSE"
"4080","FALSE","TRUE"
"4081","FALSE","FALSE"
"4083","FALSE","FALSE"
"4084","FALSE","TRUE"
"4086","TRUE","TRUE"
"4087","TRUE","FALSE"
"4088","TRUE","TRUE"
"4095","FALSE","FALSE"
"4098","FALSE","FALSE"
"4103","TRUE","TRUE"
"4107","FALSE","TRUE"
"4116","TRUE","TRUE"
"4118","TRUE","TRUE"
"4119","FALSE","TRUE"
"4120","FALSE","FALSE"
"4126","TRUE","FALSE"
"4127","TRUE","TRUE"
"4131","FALSE","FALSE"
"4133","FALSE","FALSE"
"4145","TRUE","TRUE"
"4160","FALSE","FALSE"
"4161","FALSE","TRUE"
"4162","FALSE","TRUE"
"4164","TRUE","TRUE"
"4170","FALSE","FALSE"
"4173","FALSE","FALSE"
"4174","FALSE","TRUE"
"4182","FALSE","FALSE"
"4187","FALSE","FALSE"
"4190","FALSE","TRUE"
"4203","TRUE","TRUE"
"4216","FALSE","TRUE"
"4222","FALSE","TRUE"
"4224","FALSE","TRUE"
"4225","TRUE","TRUE"
"4227","TRUE","TRUE"
"4232","FALSE","FALSE"
"4234","FALSE","TRUE"
"4236","TRUE","TRUE"
"4237","FALSE","TRUE"
"4241","FALSE","TRUE"
"4245","FALSE","TRUE"
"4248","FALSE","FALSE"
"4254","FALSE","FALSE"
"4258","FALSE","TRUE"
"4259","FALSE","FALSE"
"4265","TRUE","FALSE"
"4270","FALSE","FALSE"
"4273","FALSE","TRUE"
"4281","FALSE","FALSE"
"4285","FALSE","FALSE"
"4287","FALSE","TRUE"
"4290","TRUE","TRUE"
"4298","FALSE","FALSE"
"4301","TRUE","TRUE"
"4303","TRUE","TRUE"
"4309","FALSE","FALSE"
"4313","FALSE","TRUE"
"4317","FALSE","FALSE"
"4322","FALSE","FALSE"
"4325","FALSE","FALSE"
"4327","FALSE","TRUE"
"4329","FALSE","FALSE"
"4330","FALSE","TRUE"
"4331","TRUE","TRUE"
"4342","TRUE","TRUE"
"4343","FALSE","TRUE"
"4347","FALSE","TRUE"
"4350","FALSE","TRUE"
"4358","FALSE","FALSE"
"4366","FALSE","TRUE"
"4372","FALSE","FALSE"
"4382","FALSE","FALSE"
"4390","FALSE","FALSE"
"4399","FALSE","TRUE"
"4403","FALSE","FALSE"
"4405","FALSE","TRUE"
"4408","FALSE","TRUE"
"4410","FALSE","FALSE"
"4415","TRUE","TRUE"
"4427","FALSE","TRUE"
"4428","FALSE","FALSE"
"4432","FALSE","FALSE"
"4433","FALSE","FALSE"
"4439","FALSE","TRUE"
"4440","TRUE","FALSE"
"4445","TRUE","TRUE"
"4446","FALSE","FALSE"
"4450","FALSE","FALSE"
"4454","FALSE","TRUE"
"4455","FALSE","FALSE"
"4460","FALSE","TRUE"
"4464","FALSE","TRUE"
"4466","TRUE","TRUE"
"4467","FALSE","FALSE"
"4468","FALSE","FALSE"
"4470","TRUE","TRUE"
"4473","FALSE","FALSE"
"4475","TRUE","TRUE"
"4478","FALSE","FALSE"
"4479","FALSE","TRUE"
"4484","FALSE","FALSE"
"4486","FALSE","FALSE"
"4495","FALSE","FALSE"
"4497","FALSE","FALSE"
"4510","FALSE","TRUE"
"4516","FALSE","FALSE"
"4519","TRUE","FALSE"
"4521","FALSE","TRUE"
"4539","FALSE","TRUE"
"4541","FALSE","TRUE"
"4550","FALSE","FALSE"
"4551","TRUE","TRUE"
"4555","FALSE","FALSE"
"4558","FALSE","FALSE"
"4560","FALSE","TRUE"
"4562","FALSE","FALSE"
"4564","FALSE","FALSE"
"4567","FALSE","FALSE"
"4573","FALSE","FALSE"
"4578","FALSE","FALSE"
"4589","FALSE","FALSE"
"4594","FALSE","FALSE"
"4598","TRUE","TRUE"
"4603","FALSE","FALSE"
"4611","TRUE","TRUE"
"4612","FALSE","FALSE"
"4616","FALSE","FALSE"
"4620","FALSE","FALSE"
"4622","FALSE","FALSE"
"4631","FALSE","FALSE"
"4633","TRUE","TRUE"
"4634","FALSE","FALSE"
"4638","FALSE","FALSE"
"4648","FALSE","FALSE"
"4650","FALSE","TRUE"
"4651","FALSE","TRUE"
"4654","FALSE","FALSE"
"4668","FALSE","TRUE"
"4670","FALSE","FALSE"
"4673","FALSE","TRUE"
"4676","FALSE","FALSE"
"4678","TRUE","FALSE"
"4681","FALSE","TRUE"
"4683","FALSE","TRUE"
"4687","FALSE","TRUE"
"4691","FALSE","FALSE"
"4697","FALSE","FALSE"
"4698","FALSE","FALSE"
"4700","FALSE","FALSE"
"4702","TRUE","TRUE"
"4704","FALSE","TRUE"
"4705","FALSE","FALSE"
"4706","FALSE","TRUE"
"4710","FALSE","FALSE"
"4721","FALSE","FALSE"
"4727","TRUE","TRUE"
"4729","FALSE","TRUE"
"4735","FALSE","FALSE"
"4736","FALSE","FALSE"
"4738","TRUE","FALSE"
"4742","FALSE","FALSE"
"4753","FALSE","FALSE"
"4757","FALSE","TRUE"
"4760","FALSE","TRUE"
"4761","TRUE","FALSE"
"4768","FALSE","FALSE"
"4771","TRUE","TRUE"
"4773","FALSE","FALSE"
"4776","FALSE","FALSE"
"4779","FALSE","FALSE"
"4781","FALSE","TRUE"
"4783","FALSE","TRUE"
"4788","FALSE","TRUE"
"4789","FALSE","FALSE"
"4792","FALSE","TRUE"
"4797","TRUE","TRUE"
"4810","FALSE","FALSE"
"4812","FALSE","FALSE"
"4816","FALSE","FALSE"
"4821","FALSE","FALSE"
"4822","FALSE","TRUE"
"4826","TRUE","TRUE"
"4831","FALSE","FALSE"
"4835","FALSE","TRUE"
"4854","FALSE","FALSE"
"4855","FALSE","FALSE"
"4864","TRUE","TRUE"
"4865","FALSE","FALSE"
"4868","TRUE","TRUE"
"4869","TRUE","TRUE"
"4874","FALSE","TRUE"
"4877","FALSE","FALSE"
"4883","FALSE","TRUE"
"4885","FALSE","FALSE"
"4887","FALSE","FALSE"
"4888","FALSE","FALSE"
"4899","TRUE","FALSE"
"4901","TRUE","TRUE"
"4902","FALSE","TRUE"
"4904","FALSE","TRUE"
"4905","TRUE","TRUE"
"4908","FALSE","FALSE"
"4914","FALSE","FALSE"
"4916","FALSE","TRUE"
"4919","FALSE","TRUE"
"4920","FALSE","TRUE"
"4922","TRUE","TRUE"
"4923","FALSE","FALSE"
"4925","FALSE","FALSE"
"4931","TRUE","FALSE"
"4932","FALSE","FALSE"
"4940","TRUE","FALSE"
"4945","FALSE","FALSE"
"4946","FALSE","FALSE"
"4947","FALSE","FALSE"
"4951","FALSE","FALSE"
"4955","TRUE","TRUE"
"4958","FALSE","FALSE"
"4969","FALSE","FALSE"
"4973","FALSE","FALSE"
"4975","TRUE","TRUE"
"4977","FALSE","TRUE"
"4981","FALSE","FALSE"
"4985","FALSE","FALSE"
"4988","FALSE","TRUE"
"4989","TRUE","FALSE"
"4991","FALSE","TRUE"
"4995","TRUE","TRUE"
"5001","TRUE","TRUE"
"5006","FALSE","TRUE"
"5017","FALSE","FALSE"
"5019","FALSE","FALSE"
"5024","TRUE","TRUE"
"5028","FALSE","FALSE"
"5041","FALSE","FALSE"
"5043","FALSE","FALSE"
"5044","FALSE","FALSE"
"5045","TRUE","TRUE"
"5052","FALSE","TRUE"
"5055","FALSE","FALSE"
"5057","FALSE","TRUE"
"5066","FALSE","TRUE"
"5073","FALSE","TRUE"
"5077","FALSE","TRUE"
"5078","FALSE","FALSE"
"5079","FALSE","FALSE"
"5086","FALSE","TRUE"
"5087","FALSE","FALSE"
"5089","FALSE","TRUE"
"5090","FALSE","FALSE"
"5091","FALSE","FALSE"
"5092","TRUE","TRUE"
"5093","FALSE","FALSE"
"5094","FALSE","TRUE"
"5096","FALSE","FALSE"
"5102","FALSE","FALSE"
"5108","FALSE","FALSE"
"5115","FALSE","FALSE"
"5119","FALSE","TRUE"
"5122","FALSE","FALSE"
"5136","FALSE","FALSE"
"5139","FALSE","FALSE"
"5145","FALSE","FALSE"
"5147","FALSE","FALSE"
"5151","FALSE","FALSE"
"5156","FALSE","FALSE"
"5157","FALSE","FALSE"
"5161","FALSE","TRUE"
"5163","FALSE","TRUE"
"5166","FALSE","TRUE"
"5169","FALSE","TRUE"
"5171","FALSE","FALSE"
"5173","FALSE","FALSE"
"5175","TRUE","FALSE"
"5176","FALSE","TRUE"
"5184","FALSE","FALSE"
"5190","FALSE","TRUE"
"5193","TRUE","TRUE"
"5194","FALSE","FALSE"
"5196","FALSE","FALSE"
"5197","TRUE","TRUE"
"5202","FALSE","TRUE"
"5205","FALSE","FALSE"
"5211","TRUE","TRUE"
"5212","FALSE","FALSE"
"5219","FALSE","FALSE"
"5220","FALSE","FALSE"
"5227","TRUE","TRUE"
"5232","TRUE","FALSE"
"5233","FALSE","TRUE"
"5242","FALSE","TRUE"
"5244","TRUE","TRUE"
"5247","FALSE","TRUE"
"5249","TRUE","TRUE"
"5252","FALSE","TRUE"
"5256","FALSE","FALSE"
"5257","FALSE","FALSE"
"5260","TRUE","TRUE"
"5263","TRUE","TRUE"
"5266","FALSE","FALSE"
"5273","TRUE","TRUE"
"5279","FALSE","FALSE"
"5286","FALSE","FALSE"
"5289","FALSE","FALSE"
"5291","FALSE","TRUE"
"5298","FALSE","TRUE"
"5299","FALSE","FALSE"
"5306","TRUE","TRUE"
"5307","FALSE","TRUE"
"5310","FALSE","TRUE"
"5314","FALSE","TRUE"
"5317","FALSE","TRUE"
"5322","TRUE","TRUE"
"5323","TRUE","TRUE"
"5332","FALSE","TRUE"
"5336","FALSE","TRUE"
"5339","TRUE","TRUE"
"5349","FALSE","TRUE"
"5351","TRUE","FALSE"
"5352","FALSE","TRUE"
"5355","FALSE","FALSE"
"5359","FALSE","TRUE"
"5361","TRUE","TRUE"
"5363","TRUE","TRUE"
"5364","TRUE","TRUE"
"5365","FALSE","TRUE"
"5375","FALSE","TRUE"
"5376","FALSE","FALSE"
"5384","FALSE","TRUE"
"5388","TRUE","TRUE"
"5389","FALSE","FALSE"
"5390","FALSE","FALSE"
"5394","FALSE","TRUE"
"5396","FALSE","FALSE"
"5397","TRUE","TRUE"
"5398","TRUE","TRUE"
"5399","FALSE","TRUE"
"5400","FALSE","TRUE"
"5401","FALSE","TRUE"
"5405","FALSE","TRUE"
"5413","TRUE","TRUE"
"5419","FALSE","FALSE"
"5424","FALSE","FALSE"
"5426","FALSE","FALSE"
"5428","FALSE","FALSE"
"5430","FALSE","FALSE"
"5433","FALSE","FALSE"
"5437","FALSE","FALSE"
"5440","FALSE","FALSE"
"5442","FALSE","FALSE"
"5449","TRUE","TRUE"
"5451","FALSE","FALSE"
"5453","TRUE","TRUE"
"5460","FALSE","TRUE"
"5462","TRUE","TRUE"
"5471","FALSE","FALSE"
"5477","FALSE","FALSE"
"5478","TRUE","FALSE"
"5479","FALSE","FALSE"
"5480","FALSE","TRUE"
"5483","TRUE","TRUE"
"5487","FALSE","FALSE"
"5489","FALSE","TRUE"
"5491","TRUE","FALSE"
"5499","TRUE","TRUE"
"5501","FALSE","TRUE"
"5506","FALSE","FALSE"
"5507","TRUE","TRUE"
"5508","TRUE","FALSE"
"5511","FALSE","FALSE"
"5513","FALSE","FALSE"
"5519","FALSE","FALSE"
"5520","FALSE","TRUE"
"5525","TRUE","TRUE"
"5526","FALSE","FALSE"
"5529","FALSE","FALSE"
"5535","FALSE","TRUE"
"5536","FALSE","FALSE"
"5539","FALSE","TRUE"
"5541","FALSE","FALSE"
"5546","FALSE","FALSE"
"5553","FALSE","FALSE"
"5562","FALSE","FALSE"
"5576","FALSE","FALSE"
"5579","TRUE","TRUE"
"5586","FALSE","FALSE"
"5588","FALSE","FALSE"
"5590","FALSE","TRUE"
"5591","FALSE","FALSE"
"5594","FALSE","FALSE"
"5602","TRUE","TRUE"
"5603","TRUE","TRUE"
"5604","FALSE","TRUE"
"5608","TRUE","TRUE"
"5614","TRUE","TRUE"
"5623","FALSE","TRUE"
"5628","FALSE","FALSE"
"5631","FALSE","FALSE"
"5637","FALSE","TRUE"
"5640","TRUE","TRUE"
"5642","FALSE","TRUE"
"5643","TRUE","TRUE"
"5646","FALSE","FALSE"
"5649","FALSE","FALSE"
"5650","FALSE","FALSE"
"5651","TRUE","TRUE"
"5653","FALSE","FALSE"
"5654","FALSE","FALSE"
"5659","TRUE","TRUE"
"5661","FALSE","TRUE"
"5668","TRUE","TRUE"
"5678","FALSE","TRUE"
"5681","TRUE","FALSE"
"5683","FALSE","FALSE"
"5686","FALSE","FALSE"
"5687","TRUE","TRUE"
"5692","TRUE","TRUE"
"5693","FALSE","FALSE"
"5697","FALSE","FALSE"
"5702","FALSE","TRUE"
"5703","FALSE","FALSE"
"5704","FALSE","FALSE"
"5713","FALSE","TRUE"
"5719","TRUE","TRUE"
"5721","FALSE","FALSE"
"5724","FALSE","TRUE"
"5729","FALSE","FALSE"
"5731","FALSE","FALSE"
"5734","FALSE","FALSE"
"5736","FALSE","FALSE"
"5737","FALSE","TRUE"
"5742","FALSE","TRUE"
"5743","FALSE","TRUE"
"5745","FALSE","TRUE"
"5746","FALSE","FALSE"
"5747","TRUE","TRUE"
"5748","FALSE","TRUE"
"5749","FALSE","FALSE"
"5752","FALSE","TRUE"
"5774","FALSE","FALSE"
"5784","FALSE","FALSE"
"5786","FALSE","FALSE"
"5788","FALSE","TRUE"
"5791","FALSE","FALSE"
"5792","FALSE","FALSE"
"5794","FALSE","FALSE"
"5801","FALSE","FALSE"
"5802","TRUE","TRUE"
"5803","FALSE","FALSE"
"5806","FALSE","TRUE"
"5807","FALSE","TRUE"
"5809","TRUE","TRUE"
"5820","FALSE","FALSE"
"5840","TRUE","TRUE"
"5843","FALSE","FALSE"
"5846","FALSE","FALSE"
"5849","TRUE","FALSE"
"5850","TRUE","TRUE"
"5853","TRUE","FALSE"
"5868","TRUE","FALSE"
"5869","FALSE","FALSE"
"5870","FALSE","TRUE"
"5875","FALSE","FALSE"
"5876","FALSE","FALSE"
"5880","FALSE","TRUE"
"5882","TRUE","TRUE"
"5883","FALSE","FALSE"
"5884","TRUE","TRUE"
"5907","TRUE","FALSE"
"5908","FALSE","TRUE"
"5910","TRUE","FALSE"
"5913","FALSE","FALSE"
"5921","TRUE","TRUE"
"5925","FALSE","FALSE"
"5926","FALSE","FALSE"
"5931","TRUE","TRUE"
"5934","FALSE","FALSE"
"5936","FALSE","FALSE"
"5939","FALSE","FALSE"
"5942","FALSE","FALSE"
"5947","FALSE","FALSE"
"5952","FALSE","FALSE"
"5968","FALSE","FALSE"
"5969","FALSE","FALSE"
"5985","TRUE","FALSE"
"5991","FALSE","FALSE"
"5996","FALSE","FALSE"
"6001","FALSE","TRUE"
"6005","TRUE","TRUE"
"6007","FALSE","TRUE"
"6010","FALSE","FALSE"
"6011","TRUE","TRUE"
"6013","TRUE","TRUE"
"6014","TRUE","TRUE"
"6015","FALSE","TRUE"
"6018","FALSE","FALSE"
"6021","FALSE","FALSE"
"6028","FALSE","TRUE"
"6034","FALSE","FALSE"
"6041","FALSE","FALSE"
"6042","FALSE","TRUE"
"6046","FALSE","FALSE"
"6050","FALSE","FALSE"
"6056","TRUE","TRUE"
"6063","FALSE","TRUE"
"6064","FALSE","TRUE"
"6065","TRUE","TRUE"
"6069","TRUE","TRUE"
"6074","TRUE","TRUE"
"6075","FALSE","TRUE"
"6076","FALSE","FALSE"
"6079","FALSE","TRUE"
"6081","FALSE","FALSE"
"6084","TRUE","TRUE"
"6092","FALSE","FALSE"
"6095","FALSE","FALSE"
"6096","FALSE","FALSE"
"6102","FALSE","TRUE"
"6108","FALSE","TRUE"
"6112","FALSE","FALSE"
"6115","FALSE","FALSE"
"6120","FALSE","FALSE"
"6122","FALSE","TRUE"
"6127","FALSE","FALSE"
"6131","TRUE","TRUE"
"6132","FALSE","FALSE"
"6138","FALSE","TRUE"
"6147","FALSE","TRUE"
"6153","TRUE","TRUE"
"6157","TRUE","TRUE"
"6158","FALSE","TRUE"
"6161","FALSE","TRUE"
"6166","FALSE","FALSE"
"6169","FALSE","FALSE"
"6180","TRUE","TRUE"
"6184","FALSE","FALSE"
"6191","FALSE","TRUE"
"6196","FALSE","FALSE"
"6210","FALSE","TRUE"
"6212","TRUE","TRUE"
"6216","TRUE","TRUE"
"6232","FALSE","FALSE"
"6235","FALSE","FALSE"
"6236","FALSE","FALSE"
"6237","FALSE","TRUE"
"6242","FALSE","FALSE"
"6243","FALSE","TRUE"
"6246","FALSE","FALSE"
"6252","FALSE","TRUE"
"6258","TRUE","FALSE"
"6260","TRUE","TRUE"
"6261","FALSE","FALSE"
"6264","FALSE","FALSE"
"6266","TRUE","FALSE"
"6268","FALSE","FALSE"
"6272","FALSE","FALSE"
"6274","FALSE","TRUE"
"6279","FALSE","FALSE"
"6292","FALSE","FALSE"
"6293","FALSE","TRUE"
"6299","FALSE","FALSE"
"6305","TRUE","TRUE"
"6308","FALSE","FALSE"
"6310","FALSE","FALSE"
"6318","FALSE","FALSE"
"6321","FALSE","FALSE"
"6343","FALSE","FALSE"
"6345","FALSE","FALSE"
"6354","FALSE","FALSE"
"6357","TRUE","TRUE"
"6359","FALSE","FALSE"
"6363","FALSE","TRUE"
"6364","TRUE","TRUE"
"6369","FALSE","FALSE"
"6374","FALSE","FALSE"
"6383","FALSE","TRUE"
"6384","FALSE","TRUE"
"6387","FALSE","TRUE"
"6388","FALSE","TRUE"
"6395","TRUE","TRUE"
"6396","FALSE","FALSE"
"6402","FALSE","TRUE"
"6408","FALSE","FALSE"
"6414","FALSE","TRUE"
"6415","FALSE","FALSE"
"6417","FALSE","TRUE"
"6425","FALSE","TRUE"
"6428","FALSE","FALSE"
"6439","FALSE","TRUE"
"6443","FALSE","TRUE"
"6444","FALSE","TRUE"
"6447","FALSE","TRUE"
"6462","FALSE","FALSE"
"6476","TRUE","TRUE"
"6480","FALSE","TRUE"
"6484","FALSE","TRUE"
"6490","FALSE","FALSE"
"6497","FALSE","FALSE"
"6505","FALSE","TRUE"
"6506","FALSE","FALSE"
"6510","TRUE","TRUE"
"6512","FALSE","TRUE"
"6515","FALSE","FALSE"
"6518","FALSE","FALSE"
"6525","FALSE","TRUE"
"6528","FALSE","FALSE"
"6529","FALSE","TRUE"
"6531","FALSE","FALSE"
"6534","FALSE","FALSE"
"6535","FALSE","FALSE"
"6538","FALSE","FALSE"
"6541","TRUE","TRUE"
"6542","FALSE","FALSE"
"6545","TRUE","TRUE"
"6553","FALSE","FALSE"
"6558","FALSE","TRUE"
"6560","FALSE","FALSE"
"6570","FALSE","FALSE"
"6571","FALSE","FALSE"
"6583","FALSE","FALSE"
"6585","FALSE","FALSE"
"6586","FALSE","FALSE"
"6588","FALSE","FALSE"
"6589","FALSE","FALSE"
"6594","TRUE","TRUE"
"6597","TRUE","TRUE"
"6600","FALSE","FALSE"
"6611","FALSE","FALSE"
"6618","FALSE","FALSE"
"6621","FALSE","FALSE"
"6623","FALSE","TRUE"
"6624","FALSE","FALSE"
"6626","FALSE","TRUE"
"6627","FALSE","FALSE"
"6641","FALSE","TRUE"
"6642","FALSE","TRUE"
"6644","TRUE","TRUE"
"6645","TRUE","TRUE"
"6646","FALSE","TRUE"
"6650","FALSE","FALSE"
"6651","TRUE","FALSE"
"6662","FALSE","TRUE"
"6663","FALSE","TRUE"
"6665","FALSE","TRUE"
"6668","TRUE","TRUE"
"6671","FALSE","FALSE"
"6674","FALSE","TRUE"
"6677","FALSE","TRUE"
"6684","FALSE","FALSE"
"6690","FALSE","TRUE"
"6703","FALSE","FALSE"
"6713","FALSE","FALSE"
"6717","FALSE","TRUE"
"6718","FALSE","FALSE"
"6721","FALSE","FALSE"
"6722","FALSE","TRUE"
"6724","FALSE","FALSE"
"6725","FALSE","FALSE"
"6730","TRUE","FALSE"
"6733","FALSE","TRUE"
"6734","FALSE","FALSE"
"6735","FALSE","FALSE"
"6742","FALSE","FALSE"
"6743","FALSE","TRUE"
"6746","FALSE","FALSE"
"6750","FALSE","FALSE"
"6753","FALSE","FALSE"
"6759","FALSE","TRUE"
"6761","FALSE","TRUE"
"6764","FALSE","TRUE"
"6766","FALSE","FALSE"
"6771","TRUE","TRUE"
"6772","FALSE","TRUE"
"6775","FALSE","TRUE"
"6776","FALSE","TRUE"
"6777","TRUE","TRUE"
"6785","FALSE","FALSE"
"6789","TRUE","TRUE"
"6811","TRUE","FALSE"
"6816","FALSE","FALSE"
"6821","TRUE","FALSE"
"6831","FALSE","FALSE"
"6843","TRUE","TRUE"
"6854","FALSE","FALSE"
"6858","TRUE","TRUE"
"6861","FALSE","FALSE"
"6865","FALSE","FALSE"
"6867","FALSE","TRUE"
"6879","FALSE","FALSE"
"6896","FALSE","FALSE"
"6898","FALSE","TRUE"
"6899","FALSE","FALSE"
"6900","FALSE","TRUE"
"6908","TRUE","TRUE"
"6914","FALSE","FALSE"
"6918","FALSE","FALSE"
"6934","TRUE","TRUE"
"6940","FALSE","TRUE"
"6943","FALSE","FALSE"
"6947","FALSE","FALSE"
"6950","FALSE","FALSE"
"6953","FALSE","FALSE"
"6956","FALSE","FALSE"
"6960","FALSE","FALSE"
"6961","FALSE","FALSE"
"6964","FALSE","TRUE"
"6969","FALSE","FALSE"
"6971","FALSE","FALSE"
"6972","TRUE","TRUE"
"6976","TRUE","TRUE"
"6977","FALSE","FALSE"
"6978","FALSE","FALSE"
"6986","FALSE","TRUE"
"6988","TRUE","TRUE"
"6996","TRUE","TRUE"
"6999","FALSE","FALSE"
"7003","TRUE","TRUE"
"7004","FALSE","TRUE"
"7005","FALSE","TRUE"
"7006","TRUE","FALSE"
"7008","FALSE","FALSE"
"7011","FALSE","FALSE"
"7014","TRUE","TRUE"
"7016","FALSE","FALSE"
"7022","TRUE","TRUE"
"7031","FALSE","TRUE"
"7034","FALSE","TRUE"
"7035","FALSE","FALSE"
"7037","FALSE","FALSE"
"7038","FALSE","TRUE"
"7041","TRUE","TRUE"
"7044","FALSE","TRUE"
"7045","FALSE","TRUE"
"7058","TRUE","FALSE"
"7061","FALSE","FALSE"
"7071","FALSE","FALSE"
"7074","TRUE","TRUE"
"7080","FALSE","FALSE"
"7081","TRUE","FALSE"
"7084","FALSE","FALSE"
"7089","TRUE","TRUE"
"7090","FALSE","TRUE"
"7092","FALSE","TRUE"
"7093","FALSE","FALSE"
"7106","TRUE","TRUE"
"7112","FALSE","FALSE"
"7113","TRUE","TRUE"
"7114","FALSE","FALSE"
"7115","TRUE","FALSE"
"7117","FALSE","FALSE"
"7118","TRUE","TRUE"
"7119","FALSE","TRUE"
"7122","FALSE","TRUE"
"7128","FALSE","FALSE"
"7129","FALSE","FALSE"
"7131","FALSE","FALSE"
"7133","FALSE","FALSE"
"7136","TRUE","TRUE"
"7146","TRUE","TRUE"
"7149","TRUE","TRUE"
"7150","FALSE","FALSE"
"7152","TRUE","TRUE"
"7156","FALSE","FALSE"
"7160","FALSE","FALSE"
"7162","TRUE","TRUE"
"7167","FALSE","FALSE"
"7172","FALSE","TRUE"
"7179","TRUE","TRUE"
"7180","TRUE","FALSE"
"7185","FALSE","TRUE"
"7187","FALSE","TRUE"
"7188","FALSE","FALSE"
"7189","FALSE","FALSE"
"7191","TRUE","TRUE"
"7192","TRUE","TRUE"
"7198","FALSE","FALSE"
"7202","FALSE","FALSE"
"7209","FALSE","FALSE"
"7210","FALSE","FALSE"
"7212","FALSE","FALSE"
"7213","FALSE","FALSE"
"7217","FALSE","FALSE"
"7218","TRUE","TRUE"
"7219","FALSE","FALSE"
"7220","FALSE","TRUE"
"7225","FALSE","FALSE"
"7229","TRUE","TRUE"
"7244","FALSE","FALSE"
"7245","TRUE","TRUE"
"7246","FALSE","FALSE"
"7248","FALSE","TRUE"
"7250","FALSE","FALSE"
"7253","TRUE","TRUE"
"7256","FALSE","TRUE"
"7258","FALSE","FALSE"
"7264","FALSE","FALSE"
"7265","FALSE","FALSE"
"7267","TRUE","TRUE"
"7270","FALSE","FALSE"
"7274","FALSE","FALSE"
"7280","FALSE","FALSE"
"7283","FALSE","FALSE"
"7285","FALSE","FALSE"
"7290","FALSE","TRUE"
"7293","FALSE","TRUE"
"7294","FALSE","FALSE"
"7295","TRUE","TRUE"
"7308","FALSE","FALSE"
"7312","TRUE","TRUE"
"7318","TRUE","TRUE"
"7328","TRUE","FALSE"
"7329","TRUE","TRUE"
"7332","FALSE","FALSE"
"7339","TRUE","TRUE"
"7340","FALSE","FALSE"
"7341","FALSE","TRUE"
"7344","FALSE","TRUE"
"7346","FALSE","TRUE"
"7348","FALSE","FALSE"
"7350","FALSE","TRUE"
"7354","TRUE","TRUE"
"7355","FALSE","TRUE"
"7357","FALSE","FALSE"
"7362","FALSE","FALSE"
"7380","FALSE","FALSE"
"7383","FALSE","TRUE"
"7388","FALSE","FALSE"
"7391","FALSE","FALSE"
"7392","FALSE","TRUE"
"7393","FALSE","FALSE"
"7398","FALSE","TRUE"
"7399","FALSE","FALSE"
"7400","FALSE","TRUE"
"7407","FALSE","TRUE"
"7415","FALSE","TRUE"
"7418","TRUE","TRUE"
"7426","FALSE","TRUE"
"7429","TRUE","TRUE"
"7430","FALSE","FALSE"
"7432","FALSE","TRUE"
"7434","FALSE","TRUE"
"7438","TRUE","FALSE"
"7439","FALSE","FALSE"
"7445","FALSE","FALSE"
"7446","FALSE","TRUE"
"7448","FALSE","FALSE"
"7452","FALSE","TRUE"
"7453","FALSE","FALSE"
"7466","FALSE","FALSE"
"7467","FALSE","FALSE"
"7468","FALSE","FALSE"
"7475","FALSE","FALSE"
"7482","FALSE","FALSE"
"7484","FALSE","FALSE"
"7495","FALSE","TRUE"
"7498","TRUE","TRUE"
"7506","FALSE","FALSE"
"7515","FALSE","FALSE"
"7518","FALSE","FALSE"
"7520","FALSE","FALSE"
"7521","TRUE","TRUE"
"7522","FALSE","FALSE"
"7529","FALSE","TRUE"
"7532","FALSE","FALSE"
"7535","FALSE","FALSE"
"7538","FALSE","TRUE"
"7545","FALSE","FALSE"
"7550","TRUE","TRUE"
"7552","TRUE","TRUE"
"7553","TRUE","TRUE"
"7557","TRUE","TRUE"
"7558","FALSE","TRUE"
"7564","TRUE","TRUE"
"7570","FALSE","FALSE"
"7574","FALSE","TRUE"
"7579","FALSE","FALSE"
"7581","TRUE","TRUE"
"7583","TRUE","TRUE"
